id,text,encodedText,percentage,status,grantReference,grantCategory
56C9394E-9F52-4433-9619-6A14493473A8,Social Psychology,Social+Psychology,0,Active,ES/T013923/1,Research Grant
5BBFA0D5-A9F8-43BE-A2A4-2C369538B45F,Stratification,Stratification,0,Active,ES/T013923/1,Research Grant
B64449A8-2468-4FB4-A7C4-D0D95891E5B9,Elections/Electoral studies,Elections%2FElectoral+studies,0,Active,ES/T01394X/1,Research Grant
F7EEE6CD-E283-4BAB-BA5E-70B4B0F1F1A6,Political Science,Political+Science,0,Active,ES/T01394X/1,Research Grant
B64449A8-2468-4FB4-A7C4-D0D95891E5B9,Elections/Electoral studies,Elections%2FElectoral+studies,0,Active,ES/T01394X/2,Research Grant
F7EEE6CD-E283-4BAB-BA5E-70B4B0F1F1A6,Political Science,Political+Science,0,Active,ES/T01394X/2,Research Grant
A8785A44-DFE5-4A95-99D0-1A49582F1688,Demography (General),Demography+%28General%29,0,Active,ES/T014016/1,Research Grant
7A6348FE-CF33-4F09-B4DA-BA731821F803,Product Design,Product+Design,0,Active,ES/T014016/1,Research Grant
12179D88-04B3-47E9-89E1-B5EE8F895227,Social Policy,Social+Policy,0,Active,ES/T014016/1,Research Grant
A8785A44-DFE5-4A95-99D0-1A49582F1688,Demography (General),Demography+%28General%29,0,Active,ES/T014083/1,Research Grant
E48C802F-8897-4353-910A-09D09331BB82,Medical science & disease,Medical+science+%26+disease,0,Active,ES/T014083/1,Research Grant
12179D88-04B3-47E9-89E1-B5EE8F895227,Social Policy,Social+Policy,0,Active,ES/T014083/1,Research Grant
EFFEC6B1-6BC8-4C9D-9D77-02CEF5E4E301,Biomedical neuroscience,Biomedical+neuroscience,0,Active,ES/T014091/1,Research Grant
A8785A44-DFE5-4A95-99D0-1A49582F1688,Demography (General),Demography+%28General%29,0,Active,ES/T014091/1,Research Grant
DA22549B-026D-41FC-9204-F0CC6913B24D,Health Psychology,Health+Psychology,0,Active,ES/T014091/1,Research Grant
3C193D18-12BD-4B15-8347-037BA623E0FF,Mental Health,Mental+Health,0,Active,ES/T014091/1,Research Grant
12179D88-04B3-47E9-89E1-B5EE8F895227,Social Policy,Social+Policy,0,Active,ES/T014091/1,Research Grant
0CCE05F7-E409-4D0C-B074-FE53B9DCFB6F,Biomedical sciences,Biomedical+sciences,0,Active,ES/T014164/1,Research Grant
12179D88-04B3-47E9-89E1-B5EE8F895227,Social Policy,Social+Policy,0,Active,ES/T014164/1,Research Grant
7D4B9AE9-278F-4867-8D5E-31631698729E,Development economics,Development+economics,0,Active,ES/T014334/1,Research Grant
5A4E8C76-15D3-44F2-9A84-72ADCE4DC97D,Econometrics,Econometrics,0,Active,ES/T014334/1,Research Grant
7D5D2DB2-0A64-42AF-A644-5F541B832A29,Economics,Economics,0,Active,ES/T014334/1,Research Grant
9BE2E53E-4358-4EDC-9E31-723C873EE26A,Labour economics,Labour+economics,0,Active,ES/T014334/1,Research Grant
E398036B-8D9A-43E0-BBBA-AF0932365C69,Public economics,Public+economics,0,Active,ES/T014334/1,Research Grant
1F190F7B-B800-40B2-B250-62AD4842598F,Bioinformatics,Bioinformatics,0,Active,ES/T014377/1,Research Grant
A8785A44-DFE5-4A95-99D0-1A49582F1688,Demography (General),Demography+%28General%29,0,Active,ES/T014377/1,Research Grant
E398036B-8D9A-43E0-BBBA-AF0932365C69,Public economics,Public+economics,0,Active,ES/T014377/1,Research Grant
CB259E50-E91D-4DCD-A395-BF252E8692B8,Criminology,Criminology,0,Active,ES/T014393/1,Research Grant
7D5D2DB2-0A64-42AF-A644-5F541B832A29,Economics,Economics,0,Active,ES/T014431/1,Research Grant
71E94BA5-333E-4F49-9ECA-60771CC7532E,International economics,International+economics,0,Active,ES/T014431/1,Research Grant
9BE2E53E-4358-4EDC-9E31-723C873EE26A,Labour economics,Labour+economics,0,Active,ES/T014431/1,Research Grant
80A901A1-6A1F-4860-A8F4-3D3FE7D528E2,Reproductive and sexual health,Reproductive+and+sexual+health,0,Active,ES/T014547/1,Research Grant
12179D88-04B3-47E9-89E1-B5EE8F895227,Social Policy,Social+Policy,0,Active,ES/T014547/1,Research Grant
A2961412-FA64-4331-A882-DA219AC99567,Social policy and Development,Social+policy+and+Development,0,Active,ES/T014547/1,Research Grant
9A6079E0-357B-44DA-80F9-C5953586BD0C,Developmental psychology,Developmental+psychology,0,Active,ES/T014709/1,Research Grant
1AB3F721-B2D1-4875-A568-E7F49B4465E9,Social Geography,Social+Geography,0,Active,ES/T014709/1,Research Grant
56C9394E-9F52-4433-9619-6A14493473A8,Social Psychology,Social+Psychology,0,Active,ES/T014709/1,Research Grant
19CA55B7-20B0-41C2-825B-06F2387EB8B9,Urban Geography,Urban+Geography,0,Active,ES/T014709/1,Research Grant
E457FFDE-A4C1-4907-AE12-A394D95A3AE5,Cognitive Psychology,Cognitive+Psychology,0,Active,ES/T01475X/1,Research Grant
9A6079E0-357B-44DA-80F9-C5953586BD0C,Developmental psychology,Developmental+psychology,0,Active,ES/T01475X/1,Research Grant
A7DBCDE7-FDA2-465A-8338-1DA4AD7B221D,Forensic Psychology,Forensic+Psychology,0,Active,ES/T01475X/1,Research Grant
B75590D5-E385-45F1-B6D0-CC3EDEFDE67D,Socio Legal Studies,Socio+Legal+Studies,0,Active,ES/T01475X/1,Research Grant
A05AA82B-96A8-4834-97FE-23963DE22DB5,Phases of education,Phases+of+education,0,Active,ES/T014768/1,Research Grant
2F0BA056-5E00-4769-9080-8085A23EC6F5,Entrepreneurship,Entrepreneurship,0,Active,ES/T014857/1,Research Grant
46FB536B-9B51-49F1-B2DF-5A14789705F2,Human Resource Management,Human+Resource+Management,0,Active,ES/T014857/1,Research Grant
9BE2E53E-4358-4EDC-9E31-723C873EE26A,Labour economics,Labour+economics,0,Active,ES/T014857/1,Research Grant
39B8C78D-8933-4158-88D3-165B9F15A254,Leadership,Leadership,0,Active,ES/T014857/1,Research Grant
13B8FF54-243A-4AFA-9EE2-F6869124F305,Social Work with Adults,Social+Work+with+Adults,0,Active,ES/T014857/1,Research Grant
EE4457DB-92A3-44EA-8D5F-77013CC107E0,Climate & Climate Change,Climate+%26+Climate+Change,0,Active,ES/T014881/1,Research Grant
A5240626-9660-4BCA-A8F1-528736D7026E,Environmental economics,Environmental+economics,0,Active,ES/T014881/1,Research Grant
33E5E05F-68BD-4527-AEE5-B1E47B0D67FA,Political Philosophy,Political+Philosophy,0,Active,ES/T014881/1,Research Grant
56C9394E-9F52-4433-9619-6A14493473A8,Social Psychology,Social+Psychology,0,Active,ES/T014881/1,Research Grant
F0322ED6-113F-4530-BA5E-562216587E68,Sociology,Sociology,0,Active,ES/T014881/1,Research Grant
AB8E72DD-E988-47DA-B01A-BE9012CC89A9,Conflict/War Studies,Conflict%2FWar+Studies,0,Active,ES/T014903/1,Research Grant
28E947B7-D5E4-4F18-9608-1A8534D290F2,Peace Studies,Peace+Studies,0,Active,ES/T014903/1,Research Grant
D8C04024-FB47-49BA-9905-98DD5083D92E,Children and Families,Children+and+Families,0,Active,ES/T01492X/1,Research Grant
ABBA5192-0B16-4BC8-8B3F-3A48625872F0,Cultural Studies,Cultural+Studies,0,Active,ES/T01492X/1,Research Grant
FC4405D9-8A0D-41F9-B71A-A19C9CD0AEFA,Ethnicity,Ethnicity,0,Active,ES/T01492X/1,Research Grant
13B8FF54-243A-4AFA-9EE2-F6869124F305,Social Work with Adults,Social+Work+with+Adults,0,Active,ES/T01492X/1,Research Grant
33A50DE3-0023-4F8B-810C-F0B929F9218F,Womens and Gender Studies,Womens+and+Gender+Studies,0,Active,ES/T01492X/1,Research Grant
05111DBD-D3AB-4CEB-B45C-DD5885F4C460,Comparative Law,Comparative+Law,0,Active,ES/T014946/1,Research Grant
AB8E72DD-E988-47DA-B01A-BE9012CC89A9,Conflict/War Studies,Conflict%2FWar+Studies,0,Active,ES/T014946/1,Research Grant
FC4405D9-8A0D-41F9-B71A-A19C9CD0AEFA,Ethnicity,Ethnicity,0,Active,ES/T014946/1,Research Grant
F7EEE6CD-E283-4BAB-BA5E-70B4B0F1F1A6,Political Science,Political+Science,0,Active,ES/T014946/1,Research Grant
5455CCD0-BA52-40F6-8DAE-1BA1063EE624,Political Sociology,Political+Sociology,0,Active,ES/T014946/1,Research Grant
446B7E7F-04EB-4121-9CC6-9171277E00DA,Diet & health,Diet+%26+health,0,Active,ES/T014954/1,Research Grant
86884005-D98A-4391-95D8-913141C39F7C,Environment & Health,Environment+%26+Health,0,Active,ES/T014954/1,Research Grant
F6A8697C-69DA-4020-8D45-9901CA002827,Global Health and Medicine,Global+Health+and+Medicine,0,Active,ES/T014954/1,Research Grant
E48C802F-8897-4353-910A-09D09331BB82,Medical science & disease,Medical+science+%26+disease,0,Active,ES/T014954/1,Research Grant
3C193D18-12BD-4B15-8347-037BA623E0FF,Mental Health,Mental+Health,0,Active,ES/T014954/1,Research Grant
68D4AB6A-88C3-4368-8A94-2DADEEF21FF5,Bioenergy,Bioenergy,0,Active,ES/T014962/1,Research Grant
1175C1D0-52DD-4F11-A1B8-E080CABC3609,Solar Technology,Solar+Technology,0,Active,ES/T014962/1,Research Grant
3614E731-921D-47D6-B457-68349FE3818C,Sustainable Energy Networks,Sustainable+Energy+Networks,0,Active,ES/T014962/1,Research Grant
A006DA8C-29E9-4AF4-85F5-6736BE80583D,Wind Power,Wind+Power,0,Active,ES/T014962/1,Research Grant
E88ECDEE-D58E-417E-A379-9FBB35647A90,Science and Technology Studies,Science+and+Technology+Studies,0,Active,ES/T015055/1,Research Grant
0C5394E1-D713-4507-8021-0A9785789545,Transport Geography,Transport+Geography,0,Active,ES/T015055/1,Research Grant
648B790C-8CC1-40BA-B713-BF27B871D211,Urban Design,Urban+Design,0,Active,ES/T015055/1,Research Grant
19CA55B7-20B0-41C2-825B-06F2387EB8B9,Urban Geography,Urban+Geography,0,Active,ES/T015055/1,Research Grant
794345CD-A1D5-4984-ADDD-088BCF41822F,Agricultural systems,Agricultural+systems,0,Active,ES/T015128/1,Research Grant
EE4457DB-92A3-44EA-8D5F-77013CC107E0,Climate & Climate Change,Climate+%26+Climate+Change,0,Active,ES/T015128/1,Research Grant
AEB7EC61-1574-4583-8B00-BD32275F29A6,Complexity Science,Complexity+Science,0,Active,ES/T015128/1,Research Grant
EBACD6D4-D1E5-4970-8BEC-7F4568EB26BA,Development studies,Development+studies,0,Active,ES/T015128/1,Research Grant
C7A88EDD-F02E-4CF4-B7E9-E33C946EBD49,Food processing,Food+processing,0,Active,ES/T015128/1,Research Grant
64564C94-AC7F-4056-903D-0AED107A359E,Education,Education,0,Active,ES/T015152/1,Research Grant
F9D6F76D-4C6C-4E36-8E06-D471DED87098,Education Policy,Education+Policy,0,Active,ES/T015152/1,Research Grant
1A4C7E39-EE28-48D9-AE87-3E028461DA42,Elements of Education,Elements+of+Education,0,Active,ES/T015152/1,Research Grant
A05AA82B-96A8-4834-97FE-23963DE22DB5,Phases of education,Phases+of+education,0,Active,ES/T015152/1,Research Grant
D2DE952A-D3A4-42AA-B3D0-37E979EBA723,Sociology of Education,Sociology+of+Education,0,Active,ES/T015152/1,Research Grant
A704B681-6133-41A6-8D93-905FFEC6353B,Computer Graphics & Visual.,Computer+Graphics+%26+Visual.,0,Active,ES/T015160/1,Research Grant
F58B1665-2CA2-473F-9805-357FD6CC4529,Construction Ops & Management,Construction+Ops+%26+Management,0,Active,ES/T015160/1,Research Grant
82C70E72-2209-4A44-A192-A9AACE9E06C2,Design Processes,Design+Processes,0,Active,ES/T015160/1,Research Grant
6BFE597D-D128-481A-A949-5847F619966F,Environment,Environment,0,Active,ES/T015160/1,Research Grant
AF20B57E-E40B-45BC-85C8-DDC6F4777697,Spatial Planning,Spatial+Planning,0,Active,ES/T015160/1,Research Grant
2E2E80C2-8D14-44CE-A971-37A9ACC4B244,Manufact. Enterprise Ops& Mgmt,Manufact.+Enterprise+Ops%26+Mgmt,0,Active,ES/T015195/1,Research Grant
0B6F999D-9DC2-4BDE-A15B-6A212E9ADB62,Waste Management,Waste+Management,0,Active,ES/T015195/1,Research Grant
A600D1CC-E752-4522-95BC-916168B6C71B,Waste Minimisation,Waste+Minimisation,0,Active,ES/T015195/1,Research Grant
FF250DD2-C462-4948-B00D-7356830D455B,International Business,International+Business,0,Active,ES/T015225/1,Research Grant
D8C04024-FB47-49BA-9905-98DD5083D92E,Children and Families,Children+and+Families,0,Active,ES/T015233/1,Research Grant
62F4842F-55F4-41C6-A77A-572005E91429,Community Art inc A & H,Community+Art+inc+A+%26+H,0,Active,ES/T015233/1,Research Grant
82C70E72-2209-4A44-A192-A9AACE9E06C2,Design Processes,Design+Processes,0,Active,ES/T015233/1,Research Grant
F0BD15AF-D726-4525-A824-5C01385833D3,Ethnography & Anthropology,Ethnography+%26+Anthropology,0,Active,ES/T015233/1,Research Grant
5C7160C4-5BCB-4F38-BA94-1DC4E168F5BF,International Social Work,International+Social+Work,0,Active,ES/T015233/1,Research Grant
69128365-74B2-4A08-8067-57863ECCB013,African Studies,African+Studies,0,Active,ES/T015314/1,Research Grant
DCE73056-5E3D-4976-B573-234E5FF4D633,Economic & Social History,Economic+%26+Social+History,0,Active,ES/T015314/1,Research Grant
04B7A494-75A7-4241-9AA9-A7791BD4328A,Hispanic & Latin American Stud,Hispanic+%26+Latin+American+Stud,0,Active,ES/T015314/1,Research Grant
2D6754CC-B7DE-45FB-BB9D-CE7AA05892D0,Historical Geography,Historical+Geography,0,Active,ES/T015314/1,Research Grant
8DA0F0DB-E15C-4A3D-ADD9-E08898CE6475,Regional Geography,Regional+Geography,0,Active,ES/T015314/1,Research Grant
AEB7EC61-1574-4583-8B00-BD32275F29A6,Complexity Science,Complexity+Science,0,Active,ES/T015330/1,Research Grant
5020ECC8-E0E8-434D-BDD5-663A9C04EFA2,Conservation Ecology,Conservation+Ecology,0,Active,ES/T015330/1,Research Grant
4237918D-61A8-47E0-91EE-65E98661A88B,Earth & environmental,Earth+%26+environmental,0,Active,ES/T015330/1,Research Grant
6BFE597D-D128-481A-A949-5847F619966F,Environment,Environment,0,Active,ES/T015330/1,Research Grant
8D5E20EB-F470-4A70-9B72-5D68D7AFB1EB,"Nat Resources, Env & Rural Dev",Nat+Resources%2C+Env+%26+Rural+Dev,0,Active,ES/T015330/1,Research Grant
19539613-8143-4CD6-B1E5-0C7B93D08B7D,Behavioural & experimental eco,Behavioural+%26+experimental+eco,0,Active,ES/T015357/1,Research Grant
2F0BA056-5E00-4769-9080-8085A23EC6F5,Entrepreneurship,Entrepreneurship,0,Active,ES/T015357/1,Research Grant
F0E99303-35B5-4458-9B00-D93E2E075C9F,Finance and Accounting,Finance+and+Accounting,0,Active,ES/T015357/1,Research Grant
BF887C15-B29F-4C4C-8420-88AF17A8FFE1,Financial economics,Financial+economics,0,Active,ES/T015357/1,Research Grant
50992D59-4D34-4EAD-9A21-B3ADAF426DA1,Industrial Organisation (R&D),Industrial+Organisation+%28R%26D%29,0,Active,ES/T015357/1,Research Grant
287497FB-DD4A-44CC-AC13-DBAFADC9AD82,Applied Arts HTP,Applied+Arts+HTP,0,Active,ES/T015365/1,Research Grant
E99BA5DD-0B5B-41DF-9B99-594DE94BA768,Art History,Art+History,0,Active,ES/T015365/1,Research Grant
A41F90B5-A81F-42AC-908A-49DB7154F85A,Art Theory & Aesthetics,Art+Theory+%26+Aesthetics,0,Active,ES/T015365/1,Research Grant
34457363-5AFA-40BF-BBA6-71DB708DF181,Curriculum areas,Curriculum+areas,0,Active,ES/T015365/1,Research Grant
C2CCDE7A-FDDA-48B7-844D-0994BF0430D5,Globalism and Development,Globalism+and+Development,0,Active,ES/T015365/1,Research Grant
AB8E72DD-E988-47DA-B01A-BE9012CC89A9,Conflict/War Studies,Conflict%2FWar+Studies,0,Active,ES/T01542X/1,Research Grant
743BED39-2B13-4A4A-A6DA-806AA3D5A4E7,Demography/Pop Geography,Demography%2FPop+Geography,0,Active,ES/T01542X/1,Research Grant
19CA55B7-20B0-41C2-825B-06F2387EB8B9,Urban Geography,Urban+Geography,0,Active,ES/T01542X/1,Research Grant
4E9565D3-0753-4FDB-9DCF-1CFF2C985313,Urbanisation,Urbanisation,0,Active,ES/T01542X/1,Research Grant
EE4457DB-92A3-44EA-8D5F-77013CC107E0,Climate & Climate Change,Climate+%26+Climate+Change,0,Active,ES/T015446/1,Research Grant
BA017EDD-C008-4338-ABE2-A7D9EEA68E82,Economic Development,Economic+Development,0,Active,ES/T015446/1,Research Grant
A5240626-9660-4BCA-A8F1-528736D7026E,Environmental economics,Environmental+economics,0,Active,ES/T015446/1,Research Grant
9B2F1F6E-2F07-4F8E-A221-DFB5E1C9FB9E,Edu Sociocloy/Sociology of Edu,Edu+Sociocloy%2FSociology+of+Edu,0,Active,ES/T015519/1,Research Grant
F9D6F76D-4C6C-4E36-8E06-D471DED87098,Education Policy,Education+Policy,0,Active,ES/T015519/1,Research Grant
D2DE952A-D3A4-42AA-B3D0-37E979EBA723,Sociology of Education,Sociology+of+Education,0,Active,ES/T015519/1,Research Grant
F6DEB3C9-18A0-4A06-87C5-8C347DF98C60,Environmental Geography,Environmental+Geography,0,Active,ES/T015594/1,Research Grant
9FC0ED75-DE3F-405C-942B-631C356746EB,Political Geography,Political+Geography,0,Active,ES/T015594/1,Research Grant
5BAFFA07-4055-4FE0-BE2D-FF47ECC4B6BF,Politics,Politics,0,Active,ES/T015594/1,Research Grant
D2DE952A-D3A4-42AA-B3D0-37E979EBA723,Sociology of Education,Sociology+of+Education,0,Active,ES/T015594/1,Research Grant
69128365-74B2-4A08-8067-57863ECCB013,African Studies,African+Studies,0,Active,ES/T015624/1,Research Grant
B64449A8-2468-4FB4-A7C4-D0D95891E5B9,Elections/Electoral studies,Elections%2FElectoral+studies,0,Active,ES/T015624/1,Research Grant
FFA3A6C9-532B-4B83-B6F7-AAF3E63D34F0,"Social Stats., Comp. & Methods",Social+Stats.%2C+Comp.+%26+Methods,0,Active,ES/T015667/1,Research Grant
B75590D5-E385-45F1-B6D0-CC3EDEFDE67D,Socio Legal Studies,Socio+Legal+Studies,0,Active,ES/T015667/1,Research Grant
B64449A8-2468-4FB4-A7C4-D0D95891E5B9,Elections/Electoral studies,Elections%2FElectoral+studies,0,Active,ES/T015675/1,Research Grant
B76CA364-1EB7-4253-A14B-30AFDCC72E94,Media & Communication Studies,Media+%26+Communication+Studies,0,Active,ES/T015675/1,Research Grant
24C2FD61-D899-497D-8F52-D8C590EAD745,Child Psychology,Child+Psychology,0,Active,ES/T015721/1,Research Grant
D8C04024-FB47-49BA-9905-98DD5083D92E,Children and Families,Children+and+Families,0,Active,ES/T015721/1,Research Grant
5BECA85F-CCD1-43D9-9B33-FFDFF6377498,Med Soc/Soc Health & Illness,Med+Soc%2FSoc+Health+%26+Illness,0,Active,ES/T015721/1,Research Grant
12179D88-04B3-47E9-89E1-B5EE8F895227,Social Policy,Social+Policy,0,Active,ES/T015721/1,Research Grant
5A4E8C76-15D3-44F2-9A84-72ADCE4DC97D,Econometrics,Econometrics,0,Active,ES/T01573X/1,Research Grant
BF887C15-B29F-4C4C-8420-88AF17A8FFE1,Financial economics,Financial+economics,0,Active,ES/T01573X/1,Research Grant
71E94BA5-333E-4F49-9ECA-60771CC7532E,International economics,International+economics,0,Active,ES/T01573X/1,Research Grant
249FA81B-498A-424B-9C57-C9BC20E4F688,Macroeconomics,Macroeconomics,0,Active,ES/T01573X/1,Research Grant
62309876-5C71-411C-B1A7-1B2907AFB5A8,Statistics & Appl. Probability,Statistics+%26+Appl.+Probability,0,Active,ES/T01573X/1,Research Grant
9BE2E53E-4358-4EDC-9E31-723C873EE26A,Labour economics,Labour+economics,0,Active,ES/T015748/1,Research Grant
12179D88-04B3-47E9-89E1-B5EE8F895227,Social Policy,Social+Policy,0,Active,ES/T015748/1,Research Grant
5BBFA0D5-A9F8-43BE-A2A4-2C369538B45F,Stratification,Stratification,0,Active,ES/T015748/1,Research Grant
33A50DE3-0023-4F8B-810C-F0B929F9218F,Womens and Gender Studies,Womens+and+Gender+Studies,0,Active,ES/T015748/1,Research Grant
AE63480E-6C03-439A-99F3-2BBCEC64D6A5,"Econ, Pol & Env Anthropology",Econ%2C+Pol+%26+Env+Anthropology,0,Active,ES/T015810/1,Research Grant
FC4405D9-8A0D-41F9-B71A-A19C9CD0AEFA,Ethnicity,Ethnicity,0,Active,ES/T015810/1,Research Grant
C2CCDE7A-FDDA-48B7-844D-0994BF0430D5,Globalism and Development,Globalism+and+Development,0,Active,ES/T015810/1,Research Grant
19CA55B7-20B0-41C2-825B-06F2387EB8B9,Urban Geography,Urban+Geography,0,Active,ES/T015810/1,Research Grant
4E9565D3-0753-4FDB-9DCF-1CFF2C985313,Urbanisation,Urbanisation,0,Active,ES/T015810/1,Research Grant
9A6079E0-357B-44DA-80F9-C5953586BD0C,Developmental psychology,Developmental+psychology,0,Active,ES/T015861/1,Research Grant
544E9837-9640-4AAB-93EB-416962206DD9,Education and School,Education+and+School,0,Active,ES/T015861/1,Research Grant
DA22549B-026D-41FC-9204-F0CC6913B24D,Health Psychology,Health+Psychology,0,Active,ES/T015861/1,Research Grant
51E91F17-25CD-4FBD-917E-1BD82B72BDB9,Mathematical & Statistic Psych,Mathematical+%26+Statistic+Psych,0,Active,ES/T015861/1,Research Grant
5858EC49-4786-4440-8352-1AB0B6DC5F23,Psychology,Psychology,0,Active,ES/T015861/1,Research Grant
EBACD6D4-D1E5-4970-8BEC-7F4568EB26BA,Development studies,Development+studies,0,Active,ES/T015926/1,Research Grant
A2961412-FA64-4331-A882-DA219AC99567,Social policy and Development,Social+policy+and+Development,0,Active,ES/T015926/1,Research Grant
AF20B57E-E40B-45BC-85C8-DDC6F4777697,Spatial Planning,Spatial+Planning,0,Active,ES/T015926/1,Research Grant
EBACD6D4-D1E5-4970-8BEC-7F4568EB26BA,Development studies,Development+studies,0,Active,ES/T016094/1,Research Grant
2F0BA056-5E00-4769-9080-8085A23EC6F5,Entrepreneurship,Entrepreneurship,0,Active,ES/T016094/1,Research Grant
FC4405D9-8A0D-41F9-B71A-A19C9CD0AEFA,Ethnicity,Ethnicity,0,Active,ES/T016094/1,Research Grant
1DB39325-6FA5-460A-B093-91A5EEF6EB97,Management & Bus Studies & Dev,Management+%26+Bus+Studies+%26+Dev,0,Active,ES/T016094/1,Research Grant
E55D12BF-71BF-4AFE-9E66-5A6E2920965F,Strategic Management,Strategic+Management,0,Active,ES/T016094/1,Research Grant
7D4B9AE9-278F-4867-8D5E-31631698729E,Development economics,Development+economics,0,Active,ES/T016167/1,Research Grant
FF250DD2-C462-4948-B00D-7356830D455B,International Business,International+Business,0,Active,ES/T016167/1,Research Grant
1DB39325-6FA5-460A-B093-91A5EEF6EB97,Management & Bus Studies & Dev,Management+%26+Bus+Studies+%26+Dev,0,Active,ES/T016167/1,Research Grant
E398036B-8D9A-43E0-BBBA-AF0932365C69,Public economics,Public+economics,0,Active,ES/T016167/1,Research Grant
E88ECDEE-D58E-417E-A379-9FBB35647A90,Science and Technology Studies,Science+and+Technology+Studies,0,Active,ES/T016167/1,Research Grant
9A6079E0-357B-44DA-80F9-C5953586BD0C,Developmental psychology,Developmental+psychology,0,Active,ES/T016175/1,Research Grant
548B6279-0479-4E80-BC7C-3E5308CF61BF,Psychology of Education,Psychology+of+Education,0,Active,ES/T016175/1,Research Grant
F0E99303-35B5-4458-9B00-D93E2E075C9F,Finance and Accounting,Finance+and+Accounting,0,Active,ES/T016213/1,Research Grant
FF250DD2-C462-4948-B00D-7356830D455B,International Business,International+Business,0,Active,ES/T016213/1,Research Grant
71E94BA5-333E-4F49-9ECA-60771CC7532E,International economics,International+economics,0,Active,ES/T016213/1,Research Grant
085E9E17-60A5-4B2D-B9C5-F950A45872C5,Law and economics,Law+and+economics,0,Active,ES/T016213/1,Research Grant
5E9AA4EC-49E3-4D6A-B545-79DA07CE39E0,Management & Business Studies,Management+%26+Business+Studies,0,Active,ES/T016213/1,Research Grant
7D4B9AE9-278F-4867-8D5E-31631698729E,Development economics,Development+economics,0,Active,ES/T016248/1,Research Grant
5A4E8C76-15D3-44F2-9A84-72ADCE4DC97D,Econometrics,Econometrics,0,Active,ES/T016248/1,Research Grant
E889DE6C-93D7-4BC9-92AA-7A4698F7D850,Internat Political Economy,Internat+Political+Economy,0,Active,ES/T016248/1,Research Grant
71E94BA5-333E-4F49-9ECA-60771CC7532E,International economics,International+economics,0,Active,ES/T016248/1,Research Grant
9BE2E53E-4358-4EDC-9E31-723C873EE26A,Labour economics,Labour+economics,0,Active,ES/T016248/1,Research Grant
DC53A3F2-81B6-40C9-874D-291D23B3C79F,Economic Sociology,Economic+Sociology,0,Active,ES/T016299/1,Research Grant
9B2F1F6E-2F07-4F8E-A221-DFB5E1C9FB9E,Edu Sociocloy/Sociology of Edu,Edu+Sociocloy%2FSociology+of+Edu,0,Active,ES/T016299/1,Research Grant
64564C94-AC7F-4056-903D-0AED107A359E,Education,Education,0,Active,ES/T016299/1,Research Grant
F9D6F76D-4C6C-4E36-8E06-D471DED87098,Education Policy,Education+Policy,0,Active,ES/T016299/1,Research Grant
A05AA82B-96A8-4834-97FE-23963DE22DB5,Phases of education,Phases+of+education,0,Active,ES/T016299/1,Research Grant
5BAFFA07-4055-4FE0-BE2D-FF47ECC4B6BF,Politics,Politics,0,Active,ES/T016337/1,Research Grant
B8E7153C-9FE1-4987-A37B-98408DC227F3,Public Administration,Public+Administration,0,Active,ES/T016337/1,Research Grant
12179D88-04B3-47E9-89E1-B5EE8F895227,Social Policy,Social+Policy,0,Active,ES/T016337/1,Research Grant
3E2F513B-B936-4DF8-B28D-0ADC57F8BFC7,Anthropological Methodology,Anthropological+Methodology,0,Active,ES/T016485/1,Research Grant
AE63480E-6C03-439A-99F3-2BBCEC64D6A5,"Econ, Pol & Env Anthropology",Econ%2C+Pol+%26+Env+Anthropology,0,Active,ES/T016485/1,Research Grant
2093C2F8-C10A-40EE-A71D-387F3BA92968,Kinship Health & relatedness,Kinship+Health+%26+relatedness,0,Active,ES/T016485/1,Research Grant
020361E1-B8CA-49FD-9149-27D31D21C7A3,Social Anthropology,Social+Anthropology,0,Active,ES/T016485/1,Research Grant
ABBA5192-0B16-4BC8-8B3F-3A48625872F0,Cultural Studies,Cultural+Studies,0,Active,ES/T016507/1,Research Grant
0AD041FC-DCB2-46BB-B9CC-ADDFF2FA5E17,Human-Computer Interactions,Human-Computer+Interactions,0,Active,ES/T016507/1,Research Grant
28710E94-8B47-404A-BD40-7BCB8C709774,Linguistics (General),Linguistics+%28General%29,0,Active,ES/T016507/1,Research Grant
19539613-8143-4CD6-B1E5-0C7B93D08B7D,Behavioural & experimental eco,Behavioural+%26+experimental+eco,0,Active,ES/T016639/1,Research Grant
E457FFDE-A4C1-4907-AE12-A394D95A3AE5,Cognitive Psychology,Cognitive+Psychology,0,Active,ES/T016639/1,Research Grant
E1AC33C6-9927-41AC-B23B-2EED8F593588,Experimental Psychology,Experimental+Psychology,0,Active,ES/T016639/1,Research Grant
9A6079E0-357B-44DA-80F9-C5953586BD0C,Developmental psychology,Developmental+psychology,0,Active,ES/T016671/1,Research Grant
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,ES/T501815/1,Research Grant
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,ES/T501827/1,Research Grant
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,ES/T501839/1,Research Grant
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,ES/T501840/1,Research Grant
D05BC2E0-0345-4A3F-8C3F-775BC42A0819,Unclassified,Unclassified,-,Active,ES/T501852/1,Research Grant
