id,text,percentage,encodedText,encodedTest,status,grantReference,grantCategory
5B25B6A3-B218-4F11-8A9D-661236DF455C,Agri-environmental science,0,Agri-environmental+science,-,Active,ES/T003006/1,Research Grant
EE4457DB-92A3-44EA-8D5F-77013CC107E0,Climate & Climate Change,0,Climate+%26+Climate+Change,-,Active,ES/T003006/1,Research Grant
3A4CB57C-9B22-41A2-AB15-127503299365,Human Geography,0,Human+Geography,-,Active,ES/T003006/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T003006/1,Research Grant
5B25B6A3-B218-4F11-8A9D-661236DF455C,Agri-environmental science,0,Agri-environmental+science,-,Active,ES/T003073/1,Research Grant
7D5D2DB2-0A64-42AF-A644-5F541B832A29,Economics,0,Economics,-,Active,ES/T003073/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T003073/1,Research Grant
F0322ED6-113F-4530-BA5E-562216587E68,Sociology,0,Sociology,-,Active,ES/T003073/1,Research Grant
EE4457DB-92A3-44EA-8D5F-77013CC107E0,Climate & Climate Change,0,Climate+%26+Climate+Change,-,Active,ES/T003103/1,Research Grant
EBACD6D4-D1E5-4970-8BEC-7F4568EB26BA,Development studies,0,Development+studies,-,Active,ES/T003103/1,Research Grant
EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,Info. & commun. Technol.,0,Info.+%26+commun.+Technol.,-,Active,ES/T003103/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T003103/1,Research Grant
825466D8-66F3-4ABB-A62C-357225C4B154,Terrest. & freshwater environ.,0,Terrest.+%26+freshwater+environ.,-,Active,ES/T003103/1,Research Grant
EE4457DB-92A3-44EA-8D5F-77013CC107E0,Climate & Climate Change,0,Climate+%26+Climate+Change,-,Active,ES/T00312X/1,Research Grant
EBACD6D4-D1E5-4970-8BEC-7F4568EB26BA,Development studies,0,Development+studies,-,Active,ES/T00312X/1,Research Grant
3A4CB57C-9B22-41A2-AB15-127503299365,Human Geography,0,Human+Geography,-,Active,ES/T00312X/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T00312X/1,Research Grant
972C8509-5001-4523-9E10-7FA67E2F2E69,Visual arts,0,Visual+arts,-,Active,ES/T00312X/1,Research Grant
541CDC75-F361-4961-9EFE-34B2C8ACE947,History,0,History,-,Active,ES/T003138/1,Research Grant
062860E1-C81F-4028-9095-19A5E6455C70,Languages & Literature,0,Languages+%26+Literature,-,Active,ES/T003138/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T003138/1,Research Grant
020361E1-B8CA-49FD-9149-27D31D21C7A3,Social Anthropology,0,Social+Anthropology,-,Active,ES/T003138/1,Research Grant
F0322ED6-113F-4530-BA5E-562216587E68,Sociology,0,Sociology,-,Active,ES/T003138/1,Research Grant
EBACD6D4-D1E5-4970-8BEC-7F4568EB26BA,Development studies,0,Development+studies,-,Active,ES/T003197/1,Research Grant
3A4CB57C-9B22-41A2-AB15-127503299365,Human Geography,0,Human+Geography,-,Active,ES/T003197/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T003197/1,Research Grant
E844174D-6A1C-4D2D-8F24-57698F7DA353,Environmental planning,0,Environmental+planning,-,Active,ES/T003219/1,Research Grant
EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,Info. & commun. Technol.,0,Info.+%26+commun.+Technol.,-,Active,ES/T003219/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T003219/1,Research Grant
F0322ED6-113F-4530-BA5E-562216587E68,Sociology,0,Sociology,-,Active,ES/T003219/1,Research Grant
6E910789-6B8D-4B73-B5B0-F3156942B558,Geosciences,0,Geosciences,-,Active,ES/T003294/1,Research Grant
3A4CB57C-9B22-41A2-AB15-127503299365,Human Geography,0,Human+Geography,-,Active,ES/T003294/1,Research Grant
EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,Info. & commun. Technol.,0,Info.+%26+commun.+Technol.,-,Active,ES/T003294/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T003294/1,Research Grant
DB058E35-DBAD-4B21-B030-5C3C78825B11,Area Studies,0,Area+Studies,-,Active,ES/T003367/1,Research Grant
EBACD6D4-D1E5-4970-8BEC-7F4568EB26BA,Development studies,0,Development+studies,-,Active,ES/T003367/1,Research Grant
38E9B207-EFC4-4B48-AF70-C67AC5978934,Drama & theatre studies,0,Drama+%26+theatre+studies,-,Active,ES/T003367/1,Research Grant
541CDC75-F361-4961-9EFE-34B2C8ACE947,History,0,History,-,Active,ES/T003367/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T003367/1,Research Grant
020361E1-B8CA-49FD-9149-27D31D21C7A3,Social Anthropology,0,Social+Anthropology,-,Active,ES/T003367/1,Research Grant
C087E953-30F3-4968-B0F3-D48A5998A2B4,Civil eng. & built environment,0,Civil+eng.+%26+built+environment,-,Active,ES/T003537/1,Research Grant
AEB7EC61-1574-4583-8B00-BD32275F29A6,Complexity Science,0,Complexity+Science,-,Active,ES/T003537/1,Research Grant
97FC8337-8E84-46A6-ACF2-A6047DA8C582,Environmental Engineering,0,Environmental+Engineering,-,Active,ES/T003537/1,Research Grant
5E9AA4EC-49E3-4D6A-B545-79DA07CE39E0,Management & Business Studies,0,Management+%26+Business+Studies,-,Active,ES/T003537/1,Research Grant
C9A78518-54CF-4145-A680-F2BDCFB3913B,"Pollution, waste & resources",0,Pollution%2C+waste+%26+resources,-,Active,ES/T003537/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T003537/1,Research Grant
EBACD6D4-D1E5-4970-8BEC-7F4568EB26BA,Development studies,0,Development+studies,-,Active,ES/T003561/1,Research Grant
64564C94-AC7F-4056-903D-0AED107A359E,Education,0,Education,-,Active,ES/T003561/1,Research Grant
E844174D-6A1C-4D2D-8F24-57698F7DA353,Environmental planning,0,Environmental+planning,-,Active,ES/T003561/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T003561/1,Research Grant
825466D8-66F3-4ABB-A62C-357225C4B154,Terrest. & freshwater environ.,0,Terrest.+%26+freshwater+environ.,-,Active,ES/T003561/1,Research Grant
3A4CB57C-9B22-41A2-AB15-127503299365,Human Geography,0,Human+Geography,-,Active,ES/T003669/1,Research Grant
5858EC49-4786-4440-8352-1AB0B6DC5F23,Psychology,0,Psychology,-,Active,ES/T003669/1,Research Grant
64564C94-AC7F-4056-903D-0AED107A359E,Education,0,Education,-,Active,ES/T003677/1,Research Grant
DB058E35-DBAD-4B21-B030-5C3C78825B11,Area Studies,0,Area+Studies,-,Active,ES/T003731/1,Research Grant
C087E953-30F3-4968-B0F3-D48A5998A2B4,Civil eng. & built environment,0,Civil+eng.+%26+built+environment,-,Active,ES/T003731/1,Research Grant
AEB7EC61-1574-4583-8B00-BD32275F29A6,Complexity Science,0,Complexity+Science,-,Active,ES/T003731/1,Research Grant
EBACD6D4-D1E5-4970-8BEC-7F4568EB26BA,Development studies,0,Development+studies,-,Active,ES/T003731/1,Research Grant
6E910789-6B8D-4B73-B5B0-F3156942B558,Geosciences,0,Geosciences,-,Active,ES/T003731/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T003731/1,Research Grant
7D5D2DB2-0A64-42AF-A644-5F541B832A29,Economics,0,Economics,-,Active,ES/T003758/1,Research Grant
5E9AA4EC-49E3-4D6A-B545-79DA07CE39E0,Management & Business Studies,0,Management+%26+Business+Studies,-,Active,ES/T003790/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T003790/1,Research Grant
C087E953-30F3-4968-B0F3-D48A5998A2B4,Civil eng. & built environment,0,Civil+eng.+%26+built+environment,-,Active,ES/T003804/1,Research Grant
EBACD6D4-D1E5-4970-8BEC-7F4568EB26BA,Development studies,0,Development+studies,-,Active,ES/T003804/1,Research Grant
E844174D-6A1C-4D2D-8F24-57698F7DA353,Environmental planning,0,Environmental+planning,-,Active,ES/T003804/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T003804/1,Research Grant
12179D88-04B3-47E9-89E1-B5EE8F895227,Social Policy,0,Social+Policy,-,Active,ES/T003804/1,Research Grant
F95121C7-7C31-40CE-BDBC-1E2BF025AEA6,Energy,0,Energy,-,Active,ES/T003812/1,Research Grant
D513F43E-F19D-4AB3-8E03-A47B085709AB,Materials Processing,0,Materials+Processing,-,Active,ES/T003812/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T003812/1,Research Grant
EE4457DB-92A3-44EA-8D5F-77013CC107E0,Climate & Climate Change,0,Climate+%26+Climate+Change,-,Active,ES/T003820/1,Research Grant
EBACD6D4-D1E5-4970-8BEC-7F4568EB26BA,Development studies,0,Development+studies,-,Active,ES/T003820/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T003820/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T003839/1,Research Grant
F0322ED6-113F-4530-BA5E-562216587E68,Sociology,0,Sociology,-,Active,ES/T003839/1,Research Grant
EBACD6D4-D1E5-4970-8BEC-7F4568EB26BA,Development studies,0,Development+studies,-,Active,ES/T003871/1,Research Grant
455F5D87-6317-4EF0-9D74-72B5D9BD6375,Food science & nutrition,0,Food+science+%26+nutrition,-,Active,ES/T003871/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T003871/1,Research Grant
64564C94-AC7F-4056-903D-0AED107A359E,Education,0,Education,-,Active,ES/T003936/1,Research Grant
5858EC49-4786-4440-8352-1AB0B6DC5F23,Psychology,0,Psychology,-,Active,ES/T003936/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T003936/1,Research Grant
12179D88-04B3-47E9-89E1-B5EE8F895227,Social Policy,0,Social+Policy,-,Active,ES/T003936/1,Research Grant
EBACD6D4-D1E5-4970-8BEC-7F4568EB26BA,Development studies,0,Development+studies,-,Active,ES/T003995/1,Research Grant
64564C94-AC7F-4056-903D-0AED107A359E,Education,0,Education,-,Active,ES/T003995/1,Research Grant
B94A2498-60DA-4055-A957-686B6CB42654,Linguistics,0,Linguistics,-,Active,ES/T003995/1,Research Grant
5858EC49-4786-4440-8352-1AB0B6DC5F23,Psychology,0,Psychology,-,Active,ES/T003995/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T003995/1,Research Grant
EBACD6D4-D1E5-4970-8BEC-7F4568EB26BA,Development studies,0,Development+studies,-,Active,ES/T004002/1,Research Grant
64564C94-AC7F-4056-903D-0AED107A359E,Education,0,Education,-,Active,ES/T004002/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T004002/1,Research Grant
ACFABADE-E54A-4FC7-B9F5-259A19D97CDB,Social Work,0,Social+Work,-,Active,ES/T004002/1,Research Grant
EBACD6D4-D1E5-4970-8BEC-7F4568EB26BA,Development studies,0,Development+studies,-,Active,ES/T004029/1,Research Grant
64564C94-AC7F-4056-903D-0AED107A359E,Education,0,Education,-,Active,ES/T004029/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T004029/1,Research Grant
64564C94-AC7F-4056-903D-0AED107A359E,Education,0,Education,-,Active,ES/T004118/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T004118/1,Research Grant
EBACD6D4-D1E5-4970-8BEC-7F4568EB26BA,Development studies,0,Development+studies,-,Active,ES/T004169/1,Research Grant
7D5D2DB2-0A64-42AF-A644-5F541B832A29,Economics,0,Economics,-,Active,ES/T004169/1,Research Grant
64564C94-AC7F-4056-903D-0AED107A359E,Education,0,Education,-,Active,ES/T004169/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T004169/1,Research Grant
7D5D2DB2-0A64-42AF-A644-5F541B832A29,Economics,0,Economics,-,Active,ES/T004215/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T004215/1,Research Grant
6723A70B-A523-40AB-9740-B6AD2A0677B7,Medical & health interface,0,Medical+%26+health+interface,-,Active,ES/T00424X/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T00424X/1,Research Grant
DB058E35-DBAD-4B21-B030-5C3C78825B11,Area Studies,0,Area+Studies,-,Active,ES/T004363/1,Research Grant
541CDC75-F361-4961-9EFE-34B2C8ACE947,History,0,History,-,Active,ES/T004363/1,Research Grant
062860E1-C81F-4028-9095-19A5E6455C70,Languages & Literature,0,Languages+%26+Literature,-,Active,ES/T004363/1,Research Grant
4511FB20-8392-418E-809D-7701FACC03C9,Law & legal studies,0,Law+%26+legal+studies,-,Active,ES/T004363/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T004363/1,Research Grant
020361E1-B8CA-49FD-9149-27D31D21C7A3,Social Anthropology,0,Social+Anthropology,-,Active,ES/T004363/1,Research Grant
808111E3-5E04-4CEF-B080-565A81EFD6D0,Demography,0,Demography,-,Active,ES/T00441X/1,Research Grant
EBACD6D4-D1E5-4970-8BEC-7F4568EB26BA,Development studies,0,Development+studies,-,Active,ES/T00441X/1,Research Grant
5D762B83-597E-4E91-B2F7-04CBB955175C,Pol. sci. & internat. studies,0,Pol.+sci.+%26+internat.+studies,-,Active,ES/T00441X/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T00441X/1,Research Grant
EBACD6D4-D1E5-4970-8BEC-7F4568EB26BA,Development studies,0,Development+studies,-,Active,ES/T004479/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T004479/1,Research Grant
3A4CB57C-9B22-41A2-AB15-127503299365,Human Geography,0,Human+Geography,-,Active,ES/T004509/1,Research Grant
5E9AA4EC-49E3-4D6A-B545-79DA07CE39E0,Management & Business Studies,0,Management+%26+Business+Studies,-,Active,ES/T004509/1,Research Grant
5D762B83-597E-4E91-B2F7-04CBB955175C,Pol. sci. & internat. studies,0,Pol.+sci.+%26+internat.+studies,-,Active,ES/T004509/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T004509/1,Research Grant
F0322ED6-113F-4530-BA5E-562216587E68,Sociology,0,Sociology,-,Active,ES/T004509/1,Research Grant
EBACD6D4-D1E5-4970-8BEC-7F4568EB26BA,Development studies,0,Development+studies,-,Active,ES/T004525/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T004525/1,Research Grant
F0322ED6-113F-4530-BA5E-562216587E68,Sociology,0,Sociology,-,Active,ES/T004703/1,Research Grant
6723A70B-A523-40AB-9740-B6AD2A0677B7,Medical & health interface,0,Medical+%26+health+interface,-,Active,ES/T004754/1,Research Grant
5858EC49-4786-4440-8352-1AB0B6DC5F23,Psychology,0,Psychology,-,Active,ES/T004754/1,Research Grant
64564C94-AC7F-4056-903D-0AED107A359E,Education,0,Education,-,Active,ES/T004789/1,Research Grant
5858EC49-4786-4440-8352-1AB0B6DC5F23,Psychology,0,Psychology,-,Active,ES/T004789/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T004789/1,Research Grant
F0322ED6-113F-4530-BA5E-562216587E68,Sociology,0,Sociology,-,Active,ES/T004789/1,Research Grant
EBACD6D4-D1E5-4970-8BEC-7F4568EB26BA,Development studies,0,Development+studies,-,Active,ES/T004851/1,Research Grant
64564C94-AC7F-4056-903D-0AED107A359E,Education,0,Education,-,Active,ES/T004851/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T004851/1,Research Grant
5858EC49-4786-4440-8352-1AB0B6DC5F23,Psychology,0,Psychology,-,Active,ES/T004940/1,Research Grant
5858EC49-4786-4440-8352-1AB0B6DC5F23,Psychology,0,Psychology,-,Active,ES/T004959/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T004959/1,Research Grant
EBACD6D4-D1E5-4970-8BEC-7F4568EB26BA,Development studies,0,Development+studies,-,Active,ES/T004983/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T004983/1,Research Grant
12179D88-04B3-47E9-89E1-B5EE8F895227,Social Policy,0,Social+Policy,-,Active,ES/T004983/1,Research Grant
64564C94-AC7F-4056-903D-0AED107A359E,Education,0,Education,-,Active,ES/T005068/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T005068/1,Research Grant
EE4457DB-92A3-44EA-8D5F-77013CC107E0,Climate & Climate Change,0,Climate+%26+Climate+Change,-,Active,ES/T005130/1,Research Grant
EBACD6D4-D1E5-4970-8BEC-7F4568EB26BA,Development studies,0,Development+studies,-,Active,ES/T005130/1,Research Grant
64564C94-AC7F-4056-903D-0AED107A359E,Education,0,Education,-,Active,ES/T005130/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T005130/1,Research Grant
F0322ED6-113F-4530-BA5E-562216587E68,Sociology,0,Sociology,-,Active,ES/T005130/1,Research Grant
64564C94-AC7F-4056-903D-0AED107A359E,Education,0,Education,-,Active,ES/T005149/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T005149/1,Research Grant
C087E953-30F3-4968-B0F3-D48A5998A2B4,Civil eng. & built environment,0,Civil+eng.+%26+built+environment,-,Active,ES/T005238/1,Fellowship
3A4CB57C-9B22-41A2-AB15-127503299365,Human Geography,0,Human+Geography,-,Active,ES/T005238/1,Fellowship
EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,Info. & commun. Technol.,0,Info.+%26+commun.+Technol.,-,Active,ES/T005238/1,Fellowship
AEB7EC61-1574-4583-8B00-BD32275F29A6,Complexity Science,0,Complexity+Science,-,Active,ES/T005319/1,Fellowship
EBACD6D4-D1E5-4970-8BEC-7F4568EB26BA,Development studies,0,Development+studies,-,Active,ES/T005319/1,Fellowship
5E9AA4EC-49E3-4D6A-B545-79DA07CE39E0,Management & Business Studies,0,Management+%26+Business+Studies,-,Active,ES/T005319/1,Fellowship
5D762B83-597E-4E91-B2F7-04CBB955175C,Pol. sci. & internat. studies,0,Pol.+sci.+%26+internat.+studies,-,Active,ES/T005319/1,Fellowship
F0322ED6-113F-4530-BA5E-562216587E68,Sociology,0,Sociology,-,Active,ES/T005459/1,Research Grant
541CDC75-F361-4961-9EFE-34B2C8ACE947,History,0,History,-,Active,ES/T005483/1,Research Grant
3A4CB57C-9B22-41A2-AB15-127503299365,Human Geography,0,Human+Geography,-,Active,ES/T005483/1,Research Grant
F0322ED6-113F-4530-BA5E-562216587E68,Sociology,0,Sociology,-,Active,ES/T005483/1,Research Grant
3A4CB57C-9B22-41A2-AB15-127503299365,Human Geography,0,Human+Geography,-,Active,ES/T005521/1,Research Grant
5D762B83-597E-4E91-B2F7-04CBB955175C,Pol. sci. & internat. studies,0,Pol.+sci.+%26+internat.+studies,-,Active,ES/T005521/1,Research Grant
12179D88-04B3-47E9-89E1-B5EE8F895227,Social Policy,0,Social+Policy,-,Active,ES/T005521/1,Research Grant
F0322ED6-113F-4530-BA5E-562216587E68,Sociology,0,Sociology,-,Active,ES/T005521/1,Research Grant
7D5D2DB2-0A64-42AF-A644-5F541B832A29,Economics,0,Economics,-,Active,ES/T005556/1,Research Grant
946C0541-464B-43A5-9EE3-65C23360E959,Philosophy,0,Philosophy,-,Active,ES/T005556/1,Research Grant
5D762B83-597E-4E91-B2F7-04CBB955175C,Pol. sci. & internat. studies,0,Pol.+sci.+%26+internat.+studies,-,Active,ES/T00567X/1,Research Grant
64564C94-AC7F-4056-903D-0AED107A359E,Education,0,Education,-,Active,ES/T005785/1,Research Grant
5858EC49-4786-4440-8352-1AB0B6DC5F23,Psychology,0,Psychology,-,Active,ES/T005785/1,Research Grant
3A4CB57C-9B22-41A2-AB15-127503299365,Human Geography,0,Human+Geography,-,Active,ES/T005793/1,Research Grant
12179D88-04B3-47E9-89E1-B5EE8F895227,Social Policy,0,Social+Policy,-,Active,ES/T005793/1,Research Grant
F0322ED6-113F-4530-BA5E-562216587E68,Sociology,0,Sociology,-,Active,ES/T005793/1,Research Grant
64564C94-AC7F-4056-903D-0AED107A359E,Education,0,Education,-,Active,ES/T005815/1,Fellowship
5858EC49-4786-4440-8352-1AB0B6DC5F23,Psychology,0,Psychology,-,Active,ES/T005815/1,Fellowship
3A4CB57C-9B22-41A2-AB15-127503299365,Human Geography,0,Human+Geography,-,Active,ES/T005904/1,Research Grant
FB535BD0-E265-4C0A-8532-32DCB83A3951,"Tools, technologies & methods",0,Tools%2C+technologies+%26+methods,-,Active,ES/T005904/1,Research Grant
F0322ED6-113F-4530-BA5E-562216587E68,Sociology,0,Sociology,-,Active,ES/T005939/1,Research Grant
AEB7EC61-1574-4583-8B00-BD32275F29A6,Complexity Science,0,Complexity+Science,-,Active,ES/T005955/1,Research Grant
B94A2498-60DA-4055-A957-686B6CB42654,Linguistics,0,Linguistics,-,Active,ES/T005955/1,Research Grant
5858EC49-4786-4440-8352-1AB0B6DC5F23,Psychology,0,Psychology,-,Active,ES/T005955/1,Research Grant
FB535BD0-E265-4C0A-8532-32DCB83A3951,"Tools, technologies & methods",0,Tools%2C+technologies+%26+methods,-,Active,ES/T005955/1,Research Grant
5858EC49-4786-4440-8352-1AB0B6DC5F23,Psychology,0,Psychology,-,Active,ES/T00603X/1,Fellowship
7D5D2DB2-0A64-42AF-A644-5F541B832A29,Economics,0,Economics,-,Active,ES/T006048/1,Research Grant
5858EC49-4786-4440-8352-1AB0B6DC5F23,Psychology,0,Psychology,-,Active,ES/T006099/1,Fellowship
12179D88-04B3-47E9-89E1-B5EE8F895227,Social Policy,0,Social+Policy,-,Active,ES/T006099/1,Fellowship
F0322ED6-113F-4530-BA5E-562216587E68,Sociology,0,Sociology,-,Active,ES/T006099/1,Fellowship
541CDC75-F361-4961-9EFE-34B2C8ACE947,History,0,History,-,Active,ES/T006196/1,Fellowship
E88ECDEE-D58E-417E-A379-9FBB35647A90,Science and Technology Studies,0,Science+and+Technology+Studies,-,Active,ES/T006196/1,Fellowship
EBACD6D4-D1E5-4970-8BEC-7F4568EB26BA,Development studies,0,Development+studies,-,Active,ES/T006285/1,Research Grant
7D5D2DB2-0A64-42AF-A644-5F541B832A29,Economics,0,Economics,-,Active,ES/T006285/1,Research Grant
5D762B83-597E-4E91-B2F7-04CBB955175C,Pol. sci. & internat. studies,0,Pol.+sci.+%26+internat.+studies,-,Active,ES/T006285/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T006285/1,Research Grant
EBACD6D4-D1E5-4970-8BEC-7F4568EB26BA,Development studies,0,Development+studies,-,Active,ES/T006293/1,Research Grant
F95121C7-7C31-40CE-BDBC-1E2BF025AEA6,Energy,0,Energy,-,Active,ES/T006293/1,Research Grant
3A4CB57C-9B22-41A2-AB15-127503299365,Human Geography,0,Human+Geography,-,Active,ES/T006293/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T006293/1,Research Grant
EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C,Info. & commun. Technol.,0,Info.+%26+commun.+Technol.,-,Active,ES/T006315/1,Research Grant
4511FB20-8392-418E-809D-7701FACC03C9,Law & legal studies,0,Law+%26+legal+studies,-,Active,ES/T006315/1,Research Grant
B94A2498-60DA-4055-A957-686B6CB42654,Linguistics,0,Linguistics,-,Active,ES/T006315/1,Research Grant
5E9AA4EC-49E3-4D6A-B545-79DA07CE39E0,Management & Business Studies,0,Management+%26+Business+Studies,-,Active,ES/T006315/1,Research Grant
7D5D2DB2-0A64-42AF-A644-5F541B832A29,Economics,0,Economics,-,Active,ES/T006323/1,Research Grant
C087E953-30F3-4968-B0F3-D48A5998A2B4,Civil eng. & built environment,0,Civil+eng.+%26+built+environment,-,Active,ES/T006358/1,Research Grant
EE4457DB-92A3-44EA-8D5F-77013CC107E0,Climate & Climate Change,0,Climate+%26+Climate+Change,-,Active,ES/T006358/1,Research Grant
F95121C7-7C31-40CE-BDBC-1E2BF025AEA6,Energy,0,Energy,-,Active,ES/T006358/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T006358/1,Research Grant
12179D88-04B3-47E9-89E1-B5EE8F895227,Social Policy,0,Social+Policy,-,Active,ES/T006358/1,Research Grant
EE4457DB-92A3-44EA-8D5F-77013CC107E0,Climate & Climate Change,0,Climate+%26+Climate+Change,-,Active,ES/T006382/1,Research Grant
EBACD6D4-D1E5-4970-8BEC-7F4568EB26BA,Development studies,0,Development+studies,-,Active,ES/T006382/1,Research Grant
F95121C7-7C31-40CE-BDBC-1E2BF025AEA6,Energy,0,Energy,-,Active,ES/T006382/1,Research Grant
895D1683-DC4B-4292-BBC6-EC38672BFD10,RCUK Programmes,0,RCUK+Programmes,-,Active,ES/T006382/1,Research Grant
E88ECDEE-D58E-417E-A379-9FBB35647A90,Science and Technology Studies,0,Science+and+Technology+Studies,-,Active,ES/T006382/1,Research Grant
972C8509-5001-4523-9E10-7FA67E2F2E69,Visual arts,0,Visual+arts,-,Active,ES/T006382/1,Research Grant
4511FB20-8392-418E-809D-7701FACC03C9,Law & legal studies,0,Law+%26+legal+studies,-,Active,ES/T006641/1,Fellowship
F0322ED6-113F-4530-BA5E-562216587E68,Sociology,0,Sociology,-,Active,ES/T006641/1,Fellowship
DB058E35-DBAD-4B21-B030-5C3C78825B11,Area Studies,0,Area+Studies,-,Active,ES/T006684/1,Research Grant
EBACD6D4-D1E5-4970-8BEC-7F4568EB26BA,Development studies,0,Development+studies,-,Active,ES/T006684/1,Research Grant
